,cust_number,buisness_year,doc_id,converted_usd,business_code_enc,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_dueindate,month_of_dueindate,year_of_dueindate,day_of_baselinecreatedate,month_of_baselinecreatedate,year_of_baselinecreatedate,cust_payment_terms_enc,name_customer_enc,due_in_date,clear_date,Aging Bucket
203,200769623,2020,1930719358.0,17152.981999999996,66,30,3,2020,14,4,2020,30,3,2020,32,3003,2020-04-14,2020-04-15,0-15
204,200353024,2020,1930875691.0,622.356,66,8,5,2020,24,5,2020,1,5,2020,36,733,2020-05-24,2020-05-22,
205,200762950,2020,1930671888.0,121267.66399999999,66,21,3,2020,5,4,2020,21,3,2020,18,2919,2020-04-05,2020-04-08,0-15
206,200561861,2020,1930764482.0,21221.634,66,15,4,2020,30,4,2020,15,4,2020,18,563,2020-04-30,2020-05-01,0-15
207,200744019,2020,1930647824.0,12185.858999999999,66,13,3,2020,28,3,2020,13,3,2020,18,2794,2020-03-28,2020-04-06,0-15
208,200418007,2020,1930630519.0,588.4689999999999,66,13,3,2020,28,3,2020,13,3,2020,18,94,2020-03-28,2020-03-27,
209,200762301,2020,1930805217.0,39383.386,66,22,4,2020,7,5,2020,22,4,2020,24,451,2020-05-07,2020-05-09,0-15
210,200772670,2020,1930723923.0,1158.822,66,31,3,2020,15,4,2020,31,3,2020,46,189,2020-04-15,2020-04-19,0-15
211,200769623,2020,1930683228.0,29140.384,66,21,3,2020,5,4,2020,21,3,2020,32,3004,2020-04-05,2020-04-06,0-15
212,200744019,2020,1930730322.0,38256.070999999996,66,1,4,2020,16,4,2020,1,4,2020,18,2792,2020-04-16,2020-04-25,0-15
213,100047382,2020,1930637647.0,12413.492,66,13,3,2020,28,3,2020,13,3,2020,18,2919,2020-03-28,2020-04-07,0-15
214,2002,2020,1930637979.0,7453.824,66,13,3,2020,17,4,2020,13,3,2020,30,1548,2020-04-17,2020-04-28,0-15
215,200706844,2020,1930842076.0,26718.853,66,30,4,2020,15,5,2020,30,4,2020,18,3067,2020-05-15,2020-05-22,0-15
216,200762301,2020,1930747271.0,2757.2999999999997,66,4,4,2020,19,4,2020,4,4,2020,24,442,2020-04-19,2020-04-20,0-15
217,102,2020,1930662684.0,20980.89,66,18,3,2020,22,4,2020,18,3,2020,30,1519,2020-04-22,2020-05-01,0-15
218,200769623,2020,1930751769.0,39253.416999999994,66,6,4,2020,21,4,2020,6,4,2020,32,3001,2020-04-21,2020-04-22,0-15
219,200980828,2020,1930838209.0,12439.006999999998,66,29,4,2020,19,5,2020,29,4,2020,26,298,2020-05-19,2020-05-13,
220,200744019,2020,1930751781.0,41025.13799999999,66,6,4,2020,21,4,2020,6,4,2020,18,2788,2020-04-21,2020-04-26,0-15
221,200769623,2020,1930688185.0,11672.318000000001,66,24,3,2020,8,4,2020,24,3,2020,32,2998,2020-04-08,2020-04-09,0-15
222,200769623,2020,1930843169.0,22787.1,66,1,5,2020,16,5,2020,1,5,2020,32,2997,2020-05-16,2020-05-16,0-15
223,140106408,2020,2960624581.0,84059.72,66,7,4,2020,18,4,2020,8,4,2020,5,2994,2020-04-18,2020-04-28,0-15
224,200769623,2020,1930885491.0,36835.238999999994,66,12,5,2020,27,5,2020,12,5,2020,32,2998,2020-05-27,2020-05-25,
225,200936373,2020,1930809945.0,62243.727,66,23,4,2020,8,5,2020,23,4,2020,18,2656,2020-05-08,2020-05-10,0-15
226,140104285,2020,2960624684.0,103975.5,66,29,3,2020,17,4,2020,7,4,2020,5,404,2020-04-17,2020-04-22,0-15
227,200152991,2020,1930841854.0,1174.537,66,30,4,2020,15,5,2020,30,4,2020,18,1414,2020-05-15,2020-05-19,0-15
228,200769623,2020,1930819119.0,29140.068999999996,66,23,4,2020,8,5,2020,23,4,2020,32,3003,2020-05-08,2020-05-10,0-15
229,200762301,2020,1930745999.0,4782.729,66,3,4,2020,18,4,2020,3,4,2020,24,444,2020-04-18,2020-04-19,0-15
230,200148860,2020,1930637644.0,11734.918999999998,66,11,3,2020,26,3,2020,11,3,2020,18,816,2020-03-26,2020-03-26,0-15
231,2013,2020,1930681744.0,10681.356,66,22,3,2020,22,3,2020,22,3,2020,65,1530,2020-03-22,2020-05-03,31-45
232,200752302,2020,1930733766.0,84069.083,66,2,4,2020,17,4,2020,2,4,2020,18,1582,2020-04-17,2020-04-21,0-15
233,200797984,2020,1930585699.0,62816.081999999995,66,3,3,2020,18,3,2020,3,3,2020,18,2919,2020-03-18,2020-03-28,0-15
234,200744019,2020,1930800326.0,11812.213,66,21,4,2020,6,5,2020,21,4,2020,18,2790,2020-05-06,2020-05-12,0-15
235,200726979,2020,1930783750.0,60.73899999999999,66,15,4,2020,30,4,2020,15,4,2020,18,326,2020-04-30,2020-04-27,
236,100031704,2020,1930744311.0,14530.46,66,5,4,2020,20,4,2020,5,4,2020,18,749,2020-04-20,2020-04-28,0-15
237,200743123,2020,1930639867.0,101668.49,66,12,3,2020,27,3,2020,12,3,2020,18,1583,2020-03-27,2020-03-31,0-15
238,200729290,2020,1930763883.0,29829.1,66,4,4,2020,19,4,2020,4,4,2020,18,1589,2020-04-19,2020-04-20,0-15
239,200762301,2020,1930718141.0,6991.410999999999,66,30,3,2020,14,4,2020,30,3,2020,24,450,2020-04-14,2020-04-15,0-15
240,200769623,2020,1930706309.0,7644.945,66,26,3,2020,10,4,2020,26,3,2020,32,3002,2020-04-10,2020-04-11,0-15
241,200769623,2020,1930883498.0,42620.508,66,10,5,2020,25,5,2020,10,5,2020,32,2997,2020-05-25,2020-05-25,0-15
242,200762301,2020,1930674261.0,382.64099999999996,66,20,3,2020,4,4,2020,20,3,2020,24,447,2020-04-04,2020-03-31,
243,200705742,2020,1930612079.0,26579.385000000002,66,6,3,2020,7,4,2020,6,3,2020,11,848,2020-04-07,2020-04-01,
244,200353024,2020,1930607001.0,597.3029999999999,66,5,3,2020,24,3,2020,1,3,2020,36,733,2020-03-24,2020-03-23,
245,200744019,2020,1930843065.0,30228.988999999994,66,30,4,2020,15,5,2020,30,4,2020,18,2798,2020-05-15,2020-05-25,0-15
246,200769623,2020,1930582850.0,22407.720999999998,66,1,3,2020,16,3,2020,1,3,2020,32,2996,2020-03-16,2020-03-18,0-15
247,200705742,2020,1930821659.0,212.534,66,23,4,2020,8,5,2020,23,4,2020,18,844,2020-05-08,2020-04-26,
248,200466603,2020,1930804830.0,30095.589999999997,66,21,4,2020,6,5,2020,21,4,2020,18,2538,2020-05-06,2020-05-08,0-15
249,200704045,2020,1930592854.0,11772.193999999998,66,3,3,2020,18,3,2020,3,3,2020,18,2257,2020-03-18,2020-03-22,0-15
250,200726979,2020,1930659942.0,46.459,66,17,3,2020,1,4,2020,17,3,2020,18,327,2020-04-01,2020-03-28,
251,200769623,2020,1930853383.0,330.092,66,3,5,2020,18,5,2020,3,5,2020,32,2998,2020-05-18,2020-05-11,
252,140104409,2020,2960620205.0,5582.97,66,10,3,2020,27,3,2020,17,3,2020,5,1672,2020-03-27,2020-04-01,0-15
253,140104409,2020,2960622232.0,153837.57,66,23,3,2020,2,4,2020,23,3,2020,5,1673,2020-04-02,2020-04-07,0-15
254,200541916,2020,1930886411.0,24010.924,66,15,5,2020,30,5,2020,15,5,2020,18,2919,2020-05-30,2020-06-05,0-15
255,200230690,2020,1930585735.0,2112.754,66,2,3,2020,24,3,2020,1,3,2020,36,736,2020-03-24,2020-03-22,
256,200744019,2020,1930739949.0,7758.009,66,4,4,2020,19,4,2020,4,4,2020,18,2795,2020-04-19,2020-04-28,0-15
257,200762301,2020,1930637501.0,48461.791,66,11,3,2020,26,3,2020,11,3,2020,24,448,2020-03-26,2020-03-29,0-15
258,200769623,2020,1930752538.0,28727.292999999998,66,6,4,2020,21,4,2020,6,4,2020,32,3001,2020-04-21,2020-04-23,0-15
259,200759878,2020,1930643630.0,5957.28,66,13,3,2020,17,5,2020,13,3,2020,31,2391,2020-05-17,2020-05-19,0-15
260,200705089,2020,1930655043.0,14941.618999999997,66,17,3,2020,1,4,2020,17,3,2020,18,1432,2020-04-01,2020-04-01,0-15
261,200418007,2020,1930854463.0,4996.11,66,4,5,2020,19,5,2020,4,5,2020,18,97,2020-05-19,2020-05-18,
262,200723794,2020,1930594645.0,33428.934,66,4,3,2020,19,3,2020,4,3,2020,18,1917,2020-03-19,2020-03-22,0-15
263,200782669,2020,1930767662.0,8239.105,66,14,4,2020,4,5,2020,14,4,2020,26,2706,2020-05-04,2020-05-07,0-15
264,200772595,2020,1930733023.0,22673.511,66,2,4,2020,17,4,2020,2,4,2020,18,2397,2020-04-17,2020-04-18,0-15
265,200769623,2020,1930828807.0,330.092,66,26,4,2020,11,5,2020,26,4,2020,32,3000,2020-05-11,2020-05-06,
266,200718130,2020,1930706380.0,5654.026,66,26,3,2020,10,4,2020,26,3,2020,18,2731,2020-04-10,2020-04-15,0-15
267,200794332,2020,1930800572.0,22674.329999999998,66,20,4,2020,5,5,2020,20,4,2020,20,631,2020-05-05,2020-05-05,0-15
268,140104440,2020,2960631309.0,117280.9,66,26,4,2020,7,5,2020,27,4,2020,5,2565,2020-05-07,2020-05-15,0-15
269,200769623,2020,1930798934.0,12517.007999999998,66,19,4,2020,4,5,2020,19,4,2020,32,2995,2020-05-04,2020-05-06,0-15
270,200759878,2020,1930671419.0,2843.071,66,21,3,2020,5,4,2020,21,3,2020,32,2387,2020-04-05,2020-04-07,0-15
271,200769623,2020,1930799626.0,17598.252,66,20,4,2020,5,5,2020,20,4,2020,32,3002,2020-05-05,2020-05-06,0-15
272,200779906,2020,1930641039.0,15100.855,66,13,3,2020,28,3,2020,13,3,2020,18,359,2020-03-28,2020-03-28,0-15
273,200769623,2020,1930794281.0,47845.266,66,17,4,2020,2,5,2020,17,4,2020,32,3001,2020-05-02,2020-05-02,0-15
274,140104440,2020,2960629673.0,147675.24,66,21,4,2020,4,5,2020,24,4,2020,5,2559,2020-05-04,2020-05-11,0-15
275,200726979,2020,1930802645.0,78971.31899999999,66,20,4,2020,5,5,2020,20,4,2020,18,330,2020-05-05,2020-05-07,0-15
276,200799367,2020,1930594895.0,58368.268,66,3,3,2020,18,3,2020,3,3,2020,18,1831,2020-03-18,2020-03-22,0-15
277,200769623,2020,1930717896.0,19800.403,66,29,3,2020,13,4,2020,29,3,2020,32,3002,2020-04-13,2020-04-15,0-15
278,140104331,2020,2960621262.0,20260.5,66,18,3,2020,5,4,2020,26,3,2020,5,2919,2020-04-05,2020-04-14,0-15
279,200936373,2020,1930584451.0,11147.5,66,3,3,2020,18,3,2020,3,3,2020,18,2652,2020-03-18,2020-03-22,0-15
280,200656729,2020,1930610818.0,21420.951999999997,66,6,3,2020,21,3,2020,6,3,2020,18,2119,2020-03-21,2020-03-23,0-15
281,200744019,2020,1930666642.0,1927.6179999999997,66,19,3,2020,3,4,2020,19,3,2020,18,2791,2020-04-03,2020-04-09,0-15
282,200744019,2020,1930739330.0,2523.99,66,3,4,2020,18,4,2020,3,4,2020,18,2791,2020-04-18,2020-04-24,0-15
283,200769623,2020,1930746954.0,4750.157999999999,66,5,4,2020,20,4,2020,5,4,2020,32,3002,2020-04-20,2020-04-22,0-15
284,200769623,2020,1930793575.0,6844.208,66,16,4,2020,1,5,2020,16,4,2020,32,3004,2020-05-01,2020-05-03,0-15
285,200762301,2020,1930605664.0,16822.364999999998,66,6,3,2020,21,3,2020,6,3,2020,24,452,2020-03-21,2020-03-21,0-15
286,200148860,2020,1930689325.0,23093.321999999996,66,23,3,2020,7,4,2020,23,3,2020,18,810,2020-04-07,2020-04-07,0-15
287,200803720,2020,1930612090.0,46.536,66,6,3,2020,24,3,2020,1,3,2020,36,723,2020-03-24,2020-03-23,
288,200416837,2020,1930857290.0,4142.439,66,5,5,2020,11,5,2020,1,5,2020,34,718,2020-05-11,2020-05-08,
289,200726979,2020,1930822055.0,1677.221,66,24,4,2020,9,5,2020,24,4,2020,18,324,2020-05-09,2020-05-09,0-15
290,2013,2020,1930571605.0,53.94899999999999,66,28,2,2020,28,2,2020,28,2,2020,65,1538,2020-02-28,2020-04-11,31-45
291,200915438,2020,1930723164.0,4699.464,66,1,4,2020,16,4,2020,1,4,2020,18,1177,2020-04-16,2020-04-22,0-15
292,200418007,2020,1930667012.0,5806.079999999999,66,19,3,2020,23,5,2020,19,3,2020,31,99,2020-05-23,2020-05-24,0-15
293,200769623,2020,1930798110.0,32982.971,66,18,4,2020,3,5,2020,18,4,2020,32,3003,2020-05-03,2020-05-04,0-15
294,200455322,2020,1930605944.0,9328.795,66,10,3,2020,9,4,2020,10,3,2020,28,2092,2020-04-09,2020-04-17,0-15
295,140106408,2020,2960618297.0,13420.03,66,3,3,2020,21,3,2020,11,3,2020,5,2992,2020-03-21,2020-04-01,0-15
296,200762301,2020,1930701231.0,11007.024,66,26,3,2020,10,4,2020,26,3,2020,24,450,2020-04-10,2020-04-11,0-15
297,200744019,2020,1930738290.0,33278.273,66,2,4,2020,17,4,2020,2,4,2020,18,2797,2020-04-17,2020-04-26,0-15
298,200992695,2020,1930820391.0,21045.933999999997,66,23,4,2020,8,5,2020,23,4,2020,18,2919,2020-05-08,2020-05-10,0-15
299,200744019,2020,1930834229.0,27550.796,66,28,4,2020,13,5,2020,28,4,2020,18,2797,2020-05-13,2020-05-23,0-15
300,200592182,2020,1930708114.0,359.21199999999993,66,27,3,2020,8,4,2020,16,3,2020,36,729,2020-04-08,2020-03-31,
301,200732755,2020,1930605355.0,5380.0109999999995,66,6,3,2020,21,3,2020,6,3,2020,18,1581,2020-03-21,2020-03-24,0-15
302,140106408,2020,2960621281.0,13849.12,66,21,3,2020,31,3,2020,21,3,2020,5,2984,2020-03-31,2020-04-12,0-15
303,140104440,2020,2960621461.0,234808.89,66,18,3,2020,30,3,2020,20,3,2020,5,2557,2020-03-30,2020-04-04,0-15
304,200519201,2020,1930828957.0,138574.289,66,28,4,2020,13,5,2020,28,4,2020,18,1572,2020-05-13,2020-05-17,0-15
305,200744019,2020,1930581162.0,12468.448999999999,66,29,2,2020,15,3,2020,29,2,2020,18,2796,2020-03-15,2020-03-25,0-15
306,200148860,2020,1930671635.0,9289.721,66,24,3,2020,8,4,2020,24,3,2020,18,813,2020-04-08,2020-04-04,
307,200820380,2020,1930580873.0,10836.804999999998,66,1,3,2020,16,3,2020,1,3,2020,18,2538,2020-03-16,2020-03-18,0-15
308,200704858,2020,1930803141.0,70615.24399999999,66,22,4,2020,7,5,2020,22,4,2020,18,2976,2020-05-07,2020-05-09,0-15
309,200762301,2020,1930765333.0,53287.03799999999,66,10,4,2020,25,4,2020,10,4,2020,24,450,2020-04-25,2020-04-27,0-15
310,200769623,2020,1930664599.0,3170.566,66,19,3,2020,3,4,2020,19,3,2020,32,3003,2020-04-03,2020-04-05,0-15
311,200762301,2020,1930685195.0,826.5459999999999,66,23,3,2020,7,4,2020,23,3,2020,24,450,2020-04-07,2020-04-08,0-15
312,200704045,2020,1930682821.0,12057.485999999999,66,22,3,2020,6,4,2020,22,3,2020,18,2264,2020-04-06,2020-04-09,0-15
313,200772595,2020,1930727467.0,1719.242,66,3,4,2020,18,4,2020,3,4,2020,18,2404,2020-04-18,2020-04-21,0-15
314,200744019,2020,1930698648.0,23506.609,66,25,3,2020,9,4,2020,25,3,2020,18,2797,2020-04-09,2020-04-19,0-15
315,200705742,2020,1930593648.0,7340.802,66,3,3,2020,18,3,2020,3,3,2020,18,844,2020-03-18,2020-03-14,
316,200769623,2020,1930623848.0,10287.711,66,10,3,2020,25,3,2020,10,3,2020,32,3004,2020-03-25,2020-03-26,0-15
317,200799342,2020,1930793138.0,54676.881,66,16,4,2020,1,5,2020,16,4,2020,18,2919,2020-05-01,2020-05-08,0-15
318,140103480,2020,1991839741.0,14976.906,66,27,2,2020,12,4,2020,27,2,2020,56,2207,2020-04-12,2020-04-10,
319,100006311,2020,1930671166.0,14123.06,66,18,3,2020,2,4,2020,18,3,2020,18,2919,2020-04-02,2020-04-15,0-15
320,200803720,2020,1930820211.0,1384.3339999999998,66,23,4,2020,9,5,2020,16,4,2020,36,718,2020-05-09,2020-05-06,
321,200706844,2020,1930669778.0,10732.001,66,21,3,2020,5,4,2020,21,3,2020,18,3060,2020-04-05,2020-04-12,0-15
322,200769623,2020,1930604650.0,11125.667,66,7,3,2020,22,3,2020,7,3,2020,32,3003,2020-03-22,2020-03-23,0-15
323,200071186,2020,1930789924.0,32862.06,66,16,4,2020,1,5,2020,16,4,2020,18,2919,2020-05-01,2020-05-07,0-15
324,200769623,2020,1930879136.0,41623.58899999999,66,9,5,2020,24,5,2020,9,5,2020,32,2996,2020-05-24,2020-05-25,0-15
325,200778870,2020,1930647008.0,6382.012,66,13,3,2020,28,3,2020,13,3,2020,18,417,2020-03-28,2020-04-03,0-15
326,200769623,2020,1930622144.0,45108.609,66,10,3,2020,25,3,2020,10,3,2020,32,2996,2020-03-25,2020-03-26,0-15
327,200148860,2020,1930710073.0,46449.50099999999,66,27,3,2020,11,4,2020,27,3,2020,18,814,2020-04-11,2020-04-10,
328,200782001,2020,1930610058.0,32041.715999999997,66,6,3,2020,21,3,2020,6,3,2020,18,1133,2020-03-21,2020-03-23,0-15
329,100026809,2020,1930731327.0,20145.125,66,1,4,2020,11,4,2020,1,4,2020,9,2198,2020-04-11,2020-04-09,
330,200769623,2020,1930655609.0,9343.116999999998,66,16,3,2020,31,3,2020,16,3,2020,32,2995,2020-03-31,2020-04-02,0-15
331,200769623,2020,1930772169.0,92.10600000000001,66,11,4,2020,15,6,2020,11,4,2020,31,2997,2020-06-15,2020-06-15,0-15
332,200752302,2020,1930776636.0,52503.129,66,12,4,2020,27,4,2020,12,4,2020,18,1581,2020-04-27,2020-05-01,0-15
333,200769623,2020,1930710731.0,19806.913,66,27,3,2020,11,4,2020,27,3,2020,32,3000,2020-04-11,2020-04-12,0-15
334,200769623,2020,1930826845.0,1647.0789999999997,66,26,4,2020,11,5,2020,26,4,2020,32,2997,2020-05-11,2020-05-12,0-15
335,200711029,2020,1930599202.0,46510.016,66,4,3,2020,19,3,2020,4,3,2020,18,3024,2020-03-19,2020-03-25,0-15
336,200707822,2020,1930776550.0,112390.894,66,13,4,2020,28,4,2020,13,4,2020,18,2227,2020-04-28,2020-04-25,
337,200592182,2020,1930691960.0,25271.932,66,24,3,2020,23,3,2020,16,3,2020,33,733,2020-03-23,2020-03-20,
338,200455322,2020,1930787156.0,34386.869999999995,66,14,4,2020,14,5,2020,14,4,2020,28,2097,2020-05-14,2020-05-23,0-15
339,200769623,2020,1930798325.0,38779.594,66,18,4,2020,3,5,2020,18,4,2020,32,3002,2020-05-03,2020-05-03,0-15
340,200759878,2020,1930603081.0,9815.96,66,4,3,2020,19,3,2020,4,3,2020,32,2385,2020-03-19,2020-03-21,0-15
341,200739534,2020,1930842944.0,18992.295,66,30,4,2020,15,5,2020,30,4,2020,18,2035,2020-05-15,2020-05-17,0-15
342,200424504,2020,1930594041.0,5183.660999999999,66,4,3,2020,15,3,2020,15,3,2020,66,1692,2020-03-15,2020-04-22,31-45
343,200769623,2020,1930729868.0,3717.3079999999995,66,1,4,2020,16,4,2020,1,4,2020,32,3005,2020-04-16,2020-04-17,0-15
344,100058003,2020,1930599489.0,1662.136,66,4,3,2020,5,4,2020,4,3,2020,11,2919,2020-04-05,2020-04-16,0-15
345,200769623,2020,1930609796.0,55483.848,66,8,3,2020,23,3,2020,8,3,2020,32,2999,2020-03-23,2020-03-24,0-15
346,200732755,2020,1930760367.0,55723.36,66,8,4,2020,23,4,2020,8,4,2020,18,1587,2020-04-23,2020-04-26,0-15
347,200418007,2020,1930773639.0,36535.295999999995,66,10,4,2020,25,4,2020,10,4,2020,18,89,2020-04-25,2020-04-22,
348,200769623,2020,1930584953.0,462.777,66,1,3,2020,16,3,2020,1,3,2020,32,2995,2020-03-16,2020-03-11,
349,200781484,2020,1930860068.0,24824.841999999997,66,5,5,2020,20,5,2020,5,5,2020,18,2919,2020-05-20,2020-05-31,0-15
350,200775094,2020,1930772956.0,67777.57699999999,66,10,4,2020,25,4,2020,10,4,2020,18,2424,2020-04-25,2020-04-26,0-15
351,200152991,2020,1930668256.0,1268.617,66,18,3,2020,2,4,2020,18,3,2020,18,1421,2020-04-02,2020-04-06,0-15
352,200769623,2020,1930594653.0,5061.545999999999,66,4,3,2020,19,3,2020,4,3,2020,32,3003,2020-03-19,2020-03-20,0-15
353,140104429,2020,2960616774.0,35773.7,66,3,3,2020,15,3,2020,5,3,2020,5,644,2020-03-15,2020-03-21,0-15
354,100031704,2020,1930747630.0,510.14599999999996,66,5,4,2020,9,6,2020,5,4,2020,31,756,2020-06-09,2020-06-19,0-15
355,200769623,2020,1930854376.0,37240.776999999995,66,3,5,2020,18,5,2020,3,5,2020,32,3000,2020-05-18,2020-05-18,0-15
356,200772670,2020,1930583800.0,422.03,66,28,2,2020,14,3,2020,28,2,2020,46,192,2020-03-14,2020-03-09,
357,200148860,2020,1930691226.0,13766.326,66,23,3,2020,7,4,2020,23,3,2020,18,818,2020-04-07,2020-04-03,
358,200797452,2020,1930641707.0,143.101,66,11,3,2020,26,3,2020,11,3,2020,18,2911,2020-03-26,2020-03-29,0-15
359,140105785,2020,2960628703.0,38678.22,66,13,4,2020,2,5,2020,22,4,2020,5,2497,2020-05-02,2020-05-04,0-15
360,200769623,2020,1930730277.0,10894.092999999999,66,1,4,2020,16,4,2020,1,4,2020,32,3001,2020-04-16,2020-04-17,0-15
361,200769623,2020,1930792925.0,6369.411999999999,66,16,4,2020,1,5,2020,16,4,2020,32,2997,2020-05-01,2020-05-02,0-15
362,200769623,2020,1930720154.0,7330.575,66,31,3,2020,15,4,2020,31,3,2020,32,2998,2020-04-15,2020-04-17,0-15
363,200772595,2020,1930719448.0,864.7519999999998,66,30,3,2020,14,4,2020,30,3,2020,18,2404,2020-04-14,2020-04-16,0-15
364,200759878,2020,1930768133.0,38018.876,66,10,4,2020,25,4,2020,10,4,2020,32,2388,2020-04-25,2020-04-22,
365,200707822,2020,1930752516.0,73338.636,66,5,4,2020,20,4,2020,5,4,2020,18,2226,2020-04-20,2020-04-17,
366,200743996,2020,1930723439.0,33583.045999999995,66,31,3,2020,15,4,2020,31,3,2020,18,2618,2020-04-15,2020-04-16,0-15
367,200769623,2020,1930637364.0,9769.262999999999,66,13,3,2020,28,3,2020,13,3,2020,32,3003,2020-03-28,2020-03-29,0-15
368,200769623,2020,1930776679.0,27400.233,66,12,4,2020,27,4,2020,12,4,2020,32,2996,2020-04-27,2020-04-29,0-15
369,200769623,2020,1930651757.0,29462.559,66,14,3,2020,29,3,2020,14,3,2020,32,3005,2020-03-29,2020-03-31,0-15
370,200769623,2020,1930893128.0,22256.409,66,12,5,2020,27,5,2020,12,5,2020,32,3002,2020-05-27,2020-05-28,0-15
371,200749225,2020,1930862405.0,70686.27999999998,66,6,5,2020,21,5,2020,6,5,2020,18,2671,2020-05-21,2020-05-23,0-15
372,200759082,2020,1930654371.0,25535.307,66,15,3,2020,30,3,2020,15,3,2020,18,1342,2020-03-30,2020-04-01,0-15
373,200769623,2020,1930652946.0,40609.939999999995,66,14,3,2020,29,3,2020,14,3,2020,32,3004,2020-03-29,2020-03-30,0-15
374,200759878,2020,1930732203.0,9811.375,66,3,4,2020,18,4,2020,3,4,2020,32,2393,2020-04-18,2020-04-20,0-15
375,200729942,2020,1930691589.0,8160.1449999999995,66,24,3,2020,8,4,2020,24,3,2020,18,2390,2020-04-08,2020-04-10,0-15
376,200230690,2020,1930804276.0,169.596,66,21,4,2020,8,4,2020,16,3,2020,36,735,2020-04-08,2020-03-30,
377,200148860,2020,1930587100.0,58975.034999999996,66,3,3,2020,18,3,2020,3,3,2020,18,815,2020-03-18,2020-03-16,
378,140104440,2020,2960625185.0,116009.73,66,4,4,2020,15,4,2020,5,4,2020,5,2561,2020-04-15,2020-04-20,0-15
379,100031704,2020,1930802865.0,510.14599999999996,66,20,4,2020,24,6,2020,20,4,2020,31,756,2020-06-24,2020-07-05,0-15
380,200769623,2020,1930819014.0,16656.388,66,22,4,2020,7,5,2020,22,4,2020,32,3000,2020-05-07,2020-05-08,0-15
381,200769623,2020,1930587521.0,3526.2079999999996,66,3,3,2020,18,3,2020,3,3,2020,32,2996,2020-03-18,2020-03-20,0-15
382,200790107,2020,1930863517.0,83324.745,66,6,5,2020,21,5,2020,6,5,2020,24,2919,2020-05-21,2020-05-29,0-15
383,200739074,2020,1930660502.0,12605.788999999999,66,20,3,2020,4,4,2020,20,3,2020,18,2919,2020-04-04,2020-04-10,0-15
384,140104440,2020,2960624964.0,161304.9,66,1,4,2020,18,4,2020,8,4,2020,5,2559,2020-04-18,2020-04-24,0-15
385,200705372,2020,1930691620.0,24330.299,66,24,3,2020,8,4,2020,24,3,2020,18,1020,2020-04-08,2020-04-08,0-15
386,33411,2020,1991839773.0,8073.338,66,5,3,2020,19,4,2020,5,3,2020,56,2919,2020-04-19,2020-05-08,16-30
387,200769623,2020,1930829788.0,462.777,66,28,4,2020,13,5,2020,28,4,2020,32,3000,2020-05-13,2020-05-08,
388,200920735,2020,1930735188.0,21854.195999999996,66,8,4,2020,23,4,2020,8,4,2020,18,78,2020-04-23,2020-04-21,
389,200769623,2020,1930649490.0,41022.106999999996,66,14,3,2020,29,3,2020,14,3,2020,32,2996,2020-03-29,2020-03-30,0-15
390,100031704,2020,1930666315.0,44389.184,66,17,3,2020,1,4,2020,17,3,2020,18,748,2020-04-01,2020-04-05,0-15
391,200148860,2020,1930772689.0,1434.832,66,9,4,2020,13,6,2020,9,4,2020,31,816,2020-06-13,2020-06-19,0-15
392,200769623,2020,1930825733.0,4635.098999999999,66,26,4,2020,11,5,2020,26,4,2020,32,3003,2020-05-11,2020-05-12,0-15
393,140106408,2020,2960626049.0,109.43,66,5,4,2020,15,4,2020,5,4,2020,5,2993,2020-04-15,2020-04-24,0-15
394,200769623,2020,1930704938.0,9740.122,66,27,3,2020,11,4,2020,27,3,2020,32,3005,2020-04-11,2020-04-12,0-15
395,200772670,2020,1930669789.0,94004.953,66,18,3,2020,2,4,2020,18,3,2020,46,192,2020-04-02,2020-04-05,0-15
396,200803720,2020,1930689941.0,5078.101,66,24,3,2020,26,3,2020,16,3,2020,34,718,2020-03-26,2020-03-23,
397,200780383,2020,1930780091.0,58575.390999999996,66,13,4,2020,28,4,2020,13,4,2020,18,1866,2020-04-28,2020-05-03,0-15
398,200759878,2020,1930651113.0,9064.034,66,15,3,2020,30,3,2020,15,3,2020,32,2388,2020-03-30,2020-04-01,0-15
399,200726979,2020,1930630407.0,650.9509999999999,66,8,3,2020,23,3,2020,8,3,2020,18,330,2020-03-23,2020-03-25,0-15
400,200769623,2020,1930650853.0,4250.323,66,14,3,2020,29,3,2020,14,3,2020,32,2997,2020-03-29,2020-03-30,0-15
